text_clean,label_binary,label_multi,unanimous,n_hateful,n_offensive,n_neither
“[USER]: [USER] you mean the niggaz i shot? Ill give you 100k if u let any nigga smell your pussy and it don't smell like shit.” 😩,non-hateful,offensive,True,0,3,0
“[USER]: [USER] #faggot” #Respect,hateful,hateful,False,2,1,0
“[USER]: The fruit of the modern Yankees farm system. [URL] Joba the Nut.,non-hateful,neither,True,0,0,3
“[USER]: fat chance you'll ever catch me drinking a beer” same bitches,non-hateful,offensive,True,0,3,0
“[USER]: [USER] I'm outside your house #comeout” this bitch,non-hateful,offensive,True,0,3,0
“[USER]: [USER] lmfaooooo!!!!! U bitch” I'm using that shit from now on.,non-hateful,offensive,True,0,3,0
“[USER]: [USER] wtf bitch!”dasss why I ain't come to practice,non-hateful,offensive,True,0,3,0
"“[USER]: Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout” 😍💯💯",non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] DAMN I ALWAYS BE TWEETING YOU HALFASSED TWEETS 😂😂😂 I meant to say hoes” still dont make sense..😑😕😂,non-hateful,offensive,True,0,3,0
“[USER] & wealthy?  [USER]: My aunt said I'm handsome fuck you hoes”broke,non-hateful,offensive,False,1,2,0
“[USER]: I tend to have more sense that bitches older than me. That's sad.”,non-hateful,offensive,True,0,3,0
“[USER]: Do this hoe wanna fight [USER]” right,non-hateful,offensive,False,0,2,1
“[USER]: What hoes do I have tbh on the highest of keys”  same,non-hateful,offensive,True,0,3,0
“[USER]: why why why why why? [URL] [USER]”you ain't kissing any bitch anytime soon,non-hateful,offensive,True,0,3,0
“[USER]: [USER] for the light weights” *pussies,non-hateful,offensive,True,0,3,0
“[USER]: If you got netflix watch fresh that hoe live” from now on my name is Chuck E I'm not chuckie no more 😂😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Essence Fest anyone?” I'll be there on the main stage 2 stepping with Uncle Charlie,non-hateful,neither,True,0,0,3
"“[USER]: o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao” you can dm me",hateful,hateful,False,2,1,0
"“[USER]: I talk to any girl who paid over 300$ for her sew in, show me u Atleast got some type of boss bitch in you lol” wth 😭😭😭",non-hateful,offensive,False,1,2,0
“[USER]: Cute text: ey bitch come over for some pizza”[USER],non-hateful,offensive,True,0,3,0
“[USER]: No one wants to see curvy women - Karl Lagerfeld” he retarded,non-hateful,offensive,True,0,3,0
“[USER]: Colts nation...put yall money up”bitch chuassup we was just down 24,non-hateful,offensive,True,0,3,0
“[USER]: [USER] 😂😂😂😂😂😂😂😂 this is me so badly hahahah omg” yall some pussies,non-hateful,offensive,True,0,3,0
“[USER]: Lol rt. [USER]: If yo bitch don't read books or eat fruits... She a hoe.”😂😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Charlie Strong WILL have Texas back as a power” better power of big 12 is anybody's now,non-hateful,neither,True,0,0,3
“[USER]: Trap keep me fly that's why I love him ❤ [URL] ayyyyy you got that hoe at Forever 21 huh? 😎,non-hateful,offensive,False,0,2,1
“[USER]: all these bitches getting mommy money” niggas too.,non-hateful,offensive,True,0,3,0
"“[USER]: That “6 God” by Drake is so trash, dawg.” Thank you ass water !!!🚮🚮🚮🚮",non-hateful,offensive,False,1,2,0
"“[USER]: If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe”",non-hateful,offensive,True,0,3,0
“[USER]: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?”fag,hateful,hateful,False,2,1,0
“[USER]: show a lotta love to my sisters tho but these bitches so predictable.” Im in trouble,non-hateful,offensive,True,0,3,0
“[USER]: Niggas swear they love a honest bitch tho [URL] 😂😭😂😭😂😭 he salty bm,non-hateful,offensive,False,1,2,0
“[USER]: “[USER]: [USER] 😂 nah lemme chill i love the bitches”😭😭 like trick love the kids” & you know this 😂,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: Nasty pay the bills bitch😜”😌😌”😂😂😂,non-hateful,offensive,True,0,3,0
"“[USER]: He told the bitch ""stop texting my phone my shawty crazy"" 😌😈”glad he know 😩😩😂😂",non-hateful,offensive,True,0,3,0
“[USER]: Did that bitch from Frozen ever let it go?” 😂😂,non-hateful,offensive,True,0,3,0
“[USER]: So that history test made me its bitch 😂😞” haha,non-hateful,offensive,True,0,3,0
“[USER]: I just punched [USER] in the nose on accident because she just shocked the crap out of me 😂😂😂😂” bitch that hurt!! 😭,non-hateful,offensive,True,0,3,0
“[USER]: Car hopping is a different world these ghetto guys tried asking for my number LOL” did they have to be ghetto Tho ?,non-hateful,neither,True,0,0,3
“[USER] If you do tax fraud you bet not dare tweet about voting bitch”all of them tweeting they don't do politics,non-hateful,offensive,True,0,3,0
"“[USER] Them Jew Lawyers and Doctors say ""Nigga"" ran? Lol”nope they say shit like queer though",non-hateful,offensive,False,1,2,0
“[USER] Why yall think its ok to be faggots?” and want us to be cool with them,hateful,hateful,True,3,0,0
“[USER]: Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya” its happend,non-hateful,offensive,True,0,3,0
“[USER]: On the east coast there's colored hair everywhere.   This must be the sweetest wave ever.” [USER],non-hateful,neither,True,0,0,3
“[USER]: B Oreo a stunt”come thru 🔥🔥🔥,non-hateful,neither,True,0,0,3
“[USER]: not one single bone in my body gives a fuck about what the next bitch thinks. 🙅😴”,non-hateful,offensive,True,0,3,0
"“[USER]: ""[USER]: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch✋😒”really swerve",non-hateful,offensive,True,0,3,0
“[USER]: Dumb ass bitches” @ me next time👋,non-hateful,offensive,True,0,3,0
“[USER]: How do people even get crushes on me. Im like a total bitch.” 💁,non-hateful,offensive,True,0,3,0
“[USER]: [USER] look at my benz bitch I've been the shit [URL],non-hateful,offensive,True,0,3,0
"“[USER]: cool story bitch, now pass the blunt” [USER] bitch",non-hateful,offensive,True,0,3,0
"“[USER]: This girl stress me out , ion even have no hoes [URL] shit I be saying lol",non-hateful,offensive,True,0,3,0
“[USER]: I feel sorry for anyone who paid for LIC because edc is trash music”,non-hateful,neither,True,0,0,3
“[USER]: Queen Latifah the only dyke id contemplate fucking.. Rns”wait...,non-hateful,offensive,False,1,2,0
“[USER]: [USER] lol love you ;)” little bitch,non-hateful,offensive,True,0,3,0
“[USER]: When u want a cig but ur lovey gf won't go get them #potato ;) [USER]” guilt trip city lil bitch,non-hateful,offensive,True,0,3,0
“[USER]: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$”,non-hateful,neither,False,0,1,2
"“There is a time & a place 4 decaf coffee. Never & in the trash."" [URL] #MommyMonday humor via [USER] & [USER]",non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA ★718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA ★718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA ★718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA ★718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA ★718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,False,0,1,2
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★ BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA ★ 718-622-0221 - 24 [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★/ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★/ [URL],non-hateful,neither,True,0,0,3
★@★@★@★@★ GRAND OPENING ! ★@★@★@★@★ TOP CLASS ★ Oriental Massage ★ PERFECT !★/ [URL],non-hateful,neither,True,0,0,3
⚡️⚡️ why lie you're my nigguh 😎,non-hateful,offensive,True,0,3,0
✌️ out bitch I'm winning 😎 [URL],non-hateful,offensive,True,0,3,0
& I MOST DEFIANTLY WILL NOT let no bitch who FW a nigga I ALREADY HAD get the best out of me 😂😭 Fuccin wit my Hand-Me-Downs & shit,non-hateful,offensive,True,0,3,0
"& I keep that bitch on me , it's part of my fashion  So nigga see me when you see me , catch me in traffic",non-hateful,offensive,True,0,3,0
& fuck your bitch,non-hateful,offensive,True,0,3,0
"& my sister is really going to fucken deny it but yet sprays the room with febreeze , like really bitch why are you going to deny it",non-hateful,offensive,True,0,3,0
& this bitch ask me why my jeans sag cuz they tryna hold my bandz up 💰,non-hateful,offensive,False,0,2,1
"& thots are wearing Uggs  [USER]: #ItsFallBecause negros are pulling out their Timbs""",non-hateful,neither,False,0,1,2
&& some of you hoes too... [URL],non-hateful,offensive,True,0,3,0
&& when Tha bitches start hating 😩😩💁 that's wen a bitch lost me 🙌💨🙏💯✌️🙅👀,non-hateful,offensive,True,0,3,0
&&' hoes round here just opening legs like Walmart doors,non-hateful,offensive,True,0,3,0
&when they say him they mean dyke Ron #wcw [URL],hateful,hateful,False,2,1,0
>Mfw some rachet ass hoe drops some scripture or religious stuff on social media [URL],non-hateful,offensive,False,1,2,0
>_<..  [USER] [USER] metal monkey balls!,non-hateful,offensive,True,0,3,0
<<<<<<when bitches be doing too much on twitter,non-hateful,offensive,True,0,3,0
<<<when it's yellow outside,non-hateful,neither,True,0,0,3
<-- nudes are trash,non-hateful,neither,True,0,0,3
' All the hoes loyal 󾌵󾌵󾮞󾬏,non-hateful,offensive,False,0,2,1
"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy 󾭛󾌡 .",non-hateful,offensive,True,0,3,0
' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas 󾆐✌️ .,non-hateful,offensive,False,1,2,0
' Being in love stressful ma niggah .,non-hateful,offensive,True,0,3,0
' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... [URL],non-hateful,offensive,False,1,2,0
"' Club solo 1 deep , fuck a valet cause I parked on the street , lordddd knows 󾍛 You can't trust these hoes ,... [URL]",non-hateful,offensive,False,1,2,0
' Don't sleep on ma niggah CHood 👌 [USER] 💯💯,hateful,hateful,False,2,1,0
' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah [URL],non-hateful,offensive,False,1,2,0
"' Entertain a flirtin ass niggah if you want too , That's gon be yo niggah friendly ass . ✌️",non-hateful,offensive,True,0,3,0
' Fuccccck that was ma niggah from Cali swag 󾍆󾍀 R.I.P Jayare .,non-hateful,offensive,True,0,3,0
' Fucking on the first night don't make you a hoe ✋ .,non-hateful,offensive,True,0,3,0
"' Get some head off Twitter now niggahs that's bracken 󾌴󾌴 ima baby momma killa , yo bitch she can get it 󾮟 You... [URL]",non-hateful,offensive,True,0,3,0
' Got niggahs salty at meeeee cause yo dream bitch is ma main slide 󾌴󾍇󾌬,non-hateful,offensive,True,0,3,0
' Happppppy Birthdayyyy 󾌧󾌬󾬏 lol . Niggahs is really 21 in this bitch 󾮞󾍃 . [URL],hateful,hateful,False,2,1,0
' Happy birthday to my main niggah right here 󾍘󾮞󾮟󾭻󾔑󾓤󾓝 We been at it for a minute same dreams of bein rich and we... [URL],non-hateful,offensive,False,0,2,1
"' I ain't trippen cause I like her anyways , she got a niggah and I got a girl but anyways , yea anyways 󾌬",non-hateful,offensive,False,1,2,0
"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... [URL]",non-hateful,offensive,False,1,2,0
"' I fw these niggahs everyday , Neva changed up , always been the same to a niggah . Been thru shit with ma niggahs .",non-hateful,offensive,True,0,3,0
"' I guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... [URL]",non-hateful,offensive,True,0,3,0
"' I hate a "" Guesss who just tried to talk to mee "" ass bitch 󾌦✋✌️",non-hateful,offensive,True,0,3,0
"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... [URL]",non-hateful,offensive,False,0,2,1
